Artist,Lyrics,Song
Charlie Puth ,"   My baby left me yesterday, Packed her bags and went away, yeah. High heels on the carpet,  took my keys and craved her name into my car seat.  And that's the last one I let push me around, I've said it before but I mean it now, eh. Get me out this city, I just need to clear my mind.  We left this evening, give 'em twenty dollars for some gas in Boston, grab a bite but now we're taking off, we're taking off, oh.  When we got to Melrose, fifteen nights of April, We just drank our sorrows, talked about the day we'll have it all, We'll have it all.  One shot, one shot for my sorrows, oh yeah. Power up the white noise, maybe I'll forget her deep into the morning. And right inside this yellow house,  I'm reading CD's on the couch, but it's better than being stranded, nothing but myself in a studio apartment.  We left this evening, give 'em twenty dollars for some gas in Boston, grab a bite but now we're taking off, we're taking off, oh.  When we got to Melrose, fifteen nights of April, We just drank our sorrows, talked about the day we'll have it all, We'll have it all.  I don't think I'm sleeping tonight, Something 'bout my stomach doesn't feel right, What you left in my chest on the left side, Where your he.. nah, fuck it. Time to take a drive.  Night skies got me feeling like Bruce Wing, 'Cept all I got is a pocket of loose change. Head and heart got me thinking that I'm too strange. Well maybe I'm different.  Word to two chainz, two lanes, Drift grip the wood crane, Lookin' at the exit signs, but it's your name (damn). On some purple rain shit, feelin' like Prince, gotta go and change my name chiz, same shit, ain't it?  Yeah, I know I don't seem complacent, Got enough on my chest but my heart's still vacant. And I can't take it, My love is unreciprocated, I've been through enough without ever gettin' the payment. But it's harder to heal than it is to endure, There's only so much that the liquor can cure, And all that liquor that's poured gave you a head of a tornado of every memory that had you trippin' before.  All that Christian Dior denim, Louis Vuitton leather, led em a late night, safe flight and good weather. Ain't enough to make me feel better, Ain't enough to make me forget all those nights in early December.  I think I was dreamin', But now I know I ain't been sleepin'. And some of these days, these feelings stoppin' me from eating, The pit of my stomach is heavy. I guess that's how it feels when you start to forget me.  I apologize for not caring for myself, I've never known anything else than putting myself after everyone else, And that fucks me up, it's true. These late nights really are new, And there's so little I can do besides drive. Lay awake think about where you layin' tonight, And fantasize about us living life in paradise, In a warm place where we never really have to die, But life ain't kind, we can't live fantasy, I just need to hear that you're maintaining sanity Cuz it's more important to me that you're doing alright Than the fact that I'm not sleepin' tonight. ",Ride To Melrose 
Charlie Puth ,"   It's been a long day without you, my friend And I'll tell you all about it when I see you again We've come a long way from where we began Oh, I'll tell you all about it when I see you again When I see you again  Why'd you have to leave so soon? Why'd you have to go? Why'd you have to leave me when I needed you the most?  'Cause I don't really know how to tell ya Without feeling much worse I know you're in a better place But it's always gonna hurt  Carry on Give me all the strength I need to carry on  It's been a long day without you, my friend And I'll tell you all about it when I see you again We've come a long way from where we began Oh, I'll tell you all about it when I see you again When I see you again  Oh, oh, oh, oh, oh, oh, oh, oh Oh  How do I breathe without you? I'm feeling so cold I'll be waiting right here for ya 'Til the day you're home  Carry on Give me all the strength I need to carry on  So let the light guide your way Hold every memory as you go And every road you take will always lead you home, home  It's been a long day without you, my friend And I'll tell you all about it when I see you again We've come a long way from where we began Oh, I'll tell you all about it when I see you again When I see you again  Oh, oh, oh, oh, oh, oh, oh, oh Oh  When I see you again See you again When I see you again ",See You Again (Piano Demo Version) 
Charlie Puth ,"   The stone thrown at your window It's telling you to get up and get up and go And to climb down the shakers of your house To the back of my Chevy and no one will ever know  We drive around November with one light out They try to pull us over go right ahead We'll still drive around to find a place to sleep at And if can't find one backseats gonna be our bed  Oh Melony I don't believe when you tell me that your seventeen and proud Cause it says so loud It's not right to hold you through the night You put up no fight when I put words in your mouth, oh yea  We drive around November with one light out They try to pull us over go right ahead We'll still drive around to find a place to sleep at And if can't find one backseats gonna be our bed  She ripped off the grass and threw it on my face I pushed her over laughing right away She said the moonlight makes the windows in your eyes Kiss her inside out with no goodbye bye  I remember waking up in the middle of the night On the brick shear highway It's not right but oh I can't fight it anymore Do you remember waking up in the middle of the night On the brick shear highway Ohh it's not right yeah I can't fight it anymore  I can't fight I can't fight it anymore ",Seventeen 
Charlie Puth ,"   These are my sexy shapes Super, super, super sexy shades These these are my sexy shoes These are my sexy shapes  Not not sexy shoes These are my sexy shades Sexy break down  A worm in the street and a worm in the park And where I'm in the light and aware I'm in the dark side You can not where I'm like me and My shades are just too damn sexy  Where I'm on the bridge Jump to your porch where I'm on the bridge And show them to a random guy, isn't she? Not where I'm like me  My sexy shapes are just to Bob Saget I was walking down the street Pop in into the beat  And this guy said, You're okay with this These are sexy She puts you in the face No  These are sexy and super, super duper sexy shades These are my sexy shades These are Miss Sexy Shapes Not not yo sexy shakes These are sexy shades ",Sexy Shades 
Charlie Puth ,"   Monday you hate to drive home With a million red lights on the strip That night I come to your door You're the one I've so desperately missed  Do you remember always staying home with me and watching friends Well I'd do anything for that again  Come spend the night here with me up in Boston Don't leave me here all alone And I wonder if you'll feel the same way tomorrow If you see me calling your phone  In my fantasy, I see you next to me Every night, every day This empty room feels so strange Wanna stay, here with you Go all the way, this afternoon You caught me with nothing to say (Caught me with nothing to say)  Do you remember when I'd always lie with you 'til 3 a.m. I'd give anything for that again  Come spend the night here with me up in Boston Don't leave me here all alone And I wonder if you'll feel the same way tomorrow If you see me calling your phone  Ooh, baby  Come spend the night here with me up in Boston Don't leave me here all alone And I wonder if you'll feel the same way tomorrow If you see me calling your phone When you'll see me calling your phone, your phone When you see me calling your phone ",Spend The Night 
Charlie Puth ,"   You sing yourself to sleep at night Melodies behind closed doors I'm over by the corner Listening to you from the second floor I open up the curtains To hear the thunder and the rain We dropped off all the flowers To wash away the pain Wanna go with you anywhere, anywhere Wanna go with you anywhere I'm sorry I kept you waiting I have no excuse There's no room for debating Why it took so long to get back to you Wanna go with you anywhere But these tangerine dreams will not go away Build them right up and mold them out of clay They just keep me company Now I take everyday with a deep breath Cause I found out the hard way when he left Suffering silently Wanna go with you anywhere These last couple days I haven't been myself Cause I know I won't be seeing you on commonwealth again Commonwealth again These last couple days I haven't been myself Cause I know I won't be seeing you on commonwealth again Commonwealth again ",Tangerine Dreams 
Charlie Puth ,"   Thought, the day you disappeared, that it was over Didn't even hear you leavin' Saw you with someone and thought that it was closure But you still tell me that you need me  Baby, why? Tell me, why can't you just make up your mind? Quit messin' with my head  You can't say you hate me, then call me when you're hurt Baby, you know that's not how this works, no, that's not how this works You can't walk away, then come back to what we were Baby, you know that's not how this works, no  No, no, no, no, oh, no, no, no, no Baby, that's not how this works, no, that's not how this works, oh  Stop reminding me of when we said forever I know exactly what you're doing When you say you need to drop off all my sweaters It's just one of your excuses  Baby, why? Tell me, why can't you just make up your mind? Quit messin' with my head  You can't say you hate me, then call me when you're hurt Baby, you know that's not how this works, no, that's not how this works You can't walk away, then come back to what we were Baby, you know that's not how this works, no  Don't say that you're in love with me (Say that you're in love) 'Cause I know it's not what you mean  You can't say you hate me, then call me when you're hurt Baby, you know that's not how this works, no, that's not how this works You can't walk away, then come back to what we were Baby, you know that's not how this works, no  No, no, no, no, oh, no, no, no, no Baby, that's not how this works, no, that's not how this works, oh No, no, no, no, oh, no, no, no, no Baby, that's not how this works ",That's Not How This Works 
Charlie Puth ,"   Thought the day you disappeared that it was over Didn't even hear you leavin' Saw you with someone and thought that it was closure But you still tell me that you need me  Baby, why, tell me, why Can't you just make up your mind? Quit messin' with my head  You can't say you hate me Then call me when you're hurt Baby, you know that's not how this works, no That's not how this works You can't walk away Then come back to what we were Baby, you know that's not how this works, no That's not how this works, no  No, no, no, no Oh, no, no, no, no Baby, that's not how this works, no That's not how this works, oh  Stop remindin' me of when we said ""forever"" I know exactly what you're doin' Oh, when you say you need to drop off all my sweaters It's just one of your excuses  Baby, why, tell me, why Can't you just make up your mind? Quit messin' with my head  You can't say you hate me Then call me when you're hurt Baby, you know that's not how this works, no That's not how this works You can't walk away Then come back to what we were Baby, you know that's not how this works, no (That's not how this works) That's not how this works, no (Not how this works)  Don't say that you're in love with me (Say that you're in love) 'Cause I know it's not what you mean  You can't say you hate me Then call me when you're hurt Baby, you know that's not how this works, no That's not how this works (Works, baby, no) You can't walk away Then come back to what we were Baby, you know that's not how this works, no That's not how this works, no (Oh, woah)  No, no, no, no (Hey) Oh, no, no, no, no (Ooh, ooh, ooh) Baby, that's not how this works, no (This works) That's not how this works, oh (This works)  No, no, no, no (Ooh, oh, oh) Oh, no, no, no, no Baby, that's not how this works ",That's Not How This Works (Sabrina's Version) 
Charlie Puth ,"   Where you finna' go now sexy lady You make it so damn hard to leave Love the way you've been doing it lately, ooh Love the way you back it up on me Ey  Your body's craving the attention, no disrespect to you I really wanna ditch, let's get together So we can take a little rendezvous  Eh She said You know where to find me hey You know where to find me work work You know where to find me Wanna see you drop it, drop it low like they did it in the 90's Lemme see you drop it, drop it low like they did it in the 90's  Tryna do a little less conversation Tryna cut right to the chase Oh This big beat bumping 808 drum Tonight we're goin all the way Oh  Your body's craving the attention, no disrespect to you Ohhh I really wanna ditch let's get together, hey So we can take a little rendezvous  Eh She said You know where to find me hey You know where to find me work work You know where to find me Wanna see you drop it, drop it low like they did it in the 90's Lemme see you drop it, drop it low like they did it in the 90's  Lemme see you drop it, drop it low like they did it in the 90's You know where to find me You know where to find me You know where to find me ",The 90's 
Charlie Puth ,"   Aw yeah What? I have a little story to tell you And it goes like this  I was walking down the street, bitch, walking down the street Walking down the street with shoes at my feet But then I saw a glimpse from the corner of my eye I saw this smokin' hot broad walk by I said, ""Yo baby, what's up?"", she said ""you talkin' to me?"" ""Well, duh, there's no one else on the street"" ""You're coming back to my place"" this how it's gonna be But then something hit my face  Who threw this pickle at me? Who threw this pickle at me? Can't you see I'm tryna mack this bitch? Who threw this pickle at me?  Who threw this pickle at me? Who threw this pickle at me? I tried to keep calm, tried to gain my composure Bitch, this ***'s not even kosher  The next day, nothing's new Sitting on this seat like I always do Saw them other bitches walkin' my way ""Man... I need a bagel""  Eating at the deli with my bagel and jelly While I'm observing the trees Gosh, how did they get so green and plump? Wait, what just hit my face? Oh my...  Who threw this pickle at me? Who threw this pickle at me? Can't you see I'm tryna eat my bagel? Who threw this pickle at me?  Who threw this pickle at me? Who threw this pickle at me? I tried to keep calm, tried to gain my composure Bitch, this ***'s not even kosher ",The Pickle Song 
Charlie Puth ,"   You shout it out But I can't hear a word you say I'm talking loud, not saying much I'm criticized but all your bullets ricochet You shoot me down, but I get up  I'm bulletproof, nothing to lose Fire away, fire away Ricochet, you take your aim Fire away, fire away You shoot me down but I won't fall I am titanium You shoot me down but I won't fall I am titanium  Cut me down But it's you who'll have further to fall Ghost town and haunted love Raise your voice, sticks and stones may break my bones I'm talking loud not saying much  I'm bulletproof, nothing to lose Fire away, fire away Ricochet, you take your aim Fire away, fire away You shoot me down but I won't fall I am titanium You shoot me down but I won't fall I am titanium ",Titanium 
Charlie Puth ,"   I'll miss you singing Stevie Wonder Isn't she lovely till 3 a.m. When you'd always look into my eyes I never wanna say goodbye Sitting and waiting for it to happen again  But for every time I saw you block my call I wish I'd never been with you at all  You got your sold-out shows, your perfect hair But when it comes to me, baby, did you ever care? I've never met nobody who talks about themselves so strong So strong   You got your big red car, your fancy clothes How I ever fell for you, I'll never really know Two months never felt so long Long, so long  I'll miss the trips to New York City Listening to you from back stage After all these hours pass me by You just need some time with the guys, what about me?  Every time you say I waste your time I wish you and I could go and press rewind  You got your sold-out shows, your perfect hair But when it comes to me, baby, did you ever care? I've never met nobody who talks about themselves so strong So strong  You got your big red car, your fancy clothes How I ever fell for you, I'll never really know Two months never felt so long Long, so long  You got your big red car, your fancy clothes How I ever felt for you, I'll never really know Two months never felt so long ",Two Months 
Charlie Puth ,"   Red cups and sweaty bodies everywhere Hands in the air like we don't care 'Cause we came to have so much fun now Bet somebody here might get some now  If you're not ready to go home Can I get a ""Hell, no!""? 'Cause we're gonna go all night 'Til we see the sunlight, alright  So la da di da da di We like to party Dancing with Molly Doing whatever we want This is our house This is our roof  And we can't stop And we won't stop Can't you see it's we who own the night? Can't you see it's we who 'bout that life?  And we can't stop And we won't stop We run things, things don't run we Don't take nothing from nobody Yeah, yeah  It's our party we can do what we want It's our party we can say what we want It's our party we can love who we want We can kiss who we want We can sing what we want  To my home girls here with the big butt Shaking it like we at a strip club Remember only God can judge ya Forget the haters 'cause somebody loves ya Everyone in line in the bathroom Trying to get a line in the bathroom We all so turned up here Getting turned up, yeah, yeah  So la da di da da di We like to party Dancing with Molly Doing whatever we want This is our house This is our rules  And we can't stop And we won't stop Can't you see it's we who own the night? Can't you see it's we who 'bout that life?  And we can't stop And we won't stop We run things, things don't run we Don't take nothing from nobody Yeah, yeah  It's our party we can do what we want It's our party we can say what we want It's our party we can love who we want We can kiss who we want We can sing what we want It's our party we can do what we want It's our party we can say what we want It's our party we can love who we want We can kiss who we want We can sing what we want ",We Can't Stop 
Charlie Puth ,"   I took her out to dinner I thought I'd had a winner And what happened next came to a surprise to be So I walked her to her front door Waiting for what I had hoped for But then she hugged and said goodnight to me As I took my bad, stepped off that porch, I saw a friend of mine She stepped closer then grabbed my hand and met me eye to eye  That's when she kissed me and knocked me off my feet Never have I ever felt this way I was lookin' for a girl just like her And I think I've found her And I'll always let her know that I will never let her go Whoa...  So I took her down to the shoreline The weather that day was so fine And not to mention she looked pretty good too And later at the movies, romantic comedy I hate those films but for her I managed to get through I walked her to her front porch as we said our goodbyes As I desperately tried to say something She put her finger on my lip and said one more thing  She kissed me and knocked me off my feet Never have I ever felt this way I was lookin' for a girl just like her And I think I've found her And I'll always let her know, that I will never let her go Whoa...  It's nice to know that she cares enough about me I never saw saw this coming, and my heart's constantly drumming And whenever she's around I'll never ever feel the same About that other girl's name  Because she kissed me and knocked me off my feet Never have I ever felt this way I was lookin' for a girl just like her And I think I've found her And I'll always let her know that I will never let her go Whoa... ",When She Kissed Me 
Charlie Puth ,   This goes out to the most beautiful girl that I saw just the other day She had me slipping and she had me falling for her right away This goes out to the one and only miss mysterious Thought of me being next to her got me so delirious Yeah is she out is she out there Yeah is she out there  Cause you're all that I need in every single way Girl you got me love sick and your beauty is to blame If you knew how I felt cause you never feel the same Never been acquainted I just need to know your name Girl I just need to know your name  Before I saw your face I never in my wildest dreams Thought that true love was actually real Cause you shine way brighter Than anything I might have thought that I could feel I give it all everything I have even though it's all so new Cause I want you in the worst of ways Can you make my wish come true Is she out there is she out there Just tell me if you're out there if you're out there  Cause you're all that I need in every single way Girl you got me love sick and your beauty is to blame If you knew how I felt cause you never feel the same Never been acquainted I just need to know your name Girl I just need to know your name  Hey need to know your Need to know your name Hey hey I need to...  Cause you're all that I need in every single way Girl you got me love sick and your beauty is to blame If you knew how I felt cause you never feel the same Never been acquainted I just need to know your name Cause you're all that I need (in every single way) Girl you got me love sick and your beauty is to blame If you knew how I felt cause you never feel the same Never been acquainted I just need to know your name Girl I just need to know your name ,Your Name (The Ukulele Song) 
